archived_file,original_path,sha256,byte_equal_to_original
source_models/SupplyChainPaper.bpmn,/home/shenxz-lab/code/ChainCollab/Experiment/BPMNwithDMNcase/SupplyChainPaper.bpmn,2c53a465da2fbfd544722fdab15467b9e7e5b938f66f092cafba6a9ca2a8116a,True
source_models/supplyChainPaper.dmn,/home/shenxz-lab/code/ChainCollab/Experiment/BPMNwithDMNcase/supplyChainPaper.dmn,3068d2cc936bfc77a3ed0ff896273ba1f29b5d29126d4281800a19bf90bebb80,True
